title,year,length,budget,rating,votes,Action,Comedy,Drama,Romance,Short,best_pic_nom,best_pic_win,best_actor_win,best_actress_win,best_dir_win,country
Global Movie 271,1995,78.0,131852721.0,6.9,497788,1,0,1,1,1,1,0,0,0,1,Global
Global Movie 272,1955,163.0,57889249.0,4.3,248634,0,1,1,1,1,1,1,0,0,0,Global
Global Movie 273,1986,80.0,164114416.0,4.4,119278,0,0,0,1,1,0,1,1,0,0,Global
Global Movie 274,1973,168.0,9441243.0,7.5,935403,1,0,1,0,0,1,0,0,1,1,Global
Global Movie 275,1995,170.0,80712722.0,6.6,33603,0,0,0,0,1,1,1,0,0,1,Global
Global Movie 276,2002,111.0,125352108.0,9.3,15830,1,1,0,1,0,0,1,1,1,0,Global
Global Movie 277,2009,82.0,124036639.0,7.7,410180,0,0,0,0,1,1,1,0,0,1,Global
Global Movie 278,2012,105.0,12652065.0,4.1,133706,0,1,1,0,1,1,1,0,1,0,Global
Global Movie 279,1981,82.0,198124064.0,6.6,125179,1,0,1,1,1,1,1,0,0,1,Global
Global Movie 280,1982,81.0,3791671.0,6.3,574197,1,1,0,0,1,1,1,1,0,1,Global
Global Movie 281,2016,106.0,103725188.0,4.6,226770,1,1,1,0,1,0,1,1,1,1,Global
Global Movie 282,1967,143.0,88317623.0,9.1,684,0,0,1,0,1,1,1,0,0,0,Global
Global Movie 283,1974,142.0,158958210.0,8.4,489639,0,1,0,0,1,1,1,0,0,1,Global
Global Movie 284,2003,121.0,38632572.0,5.3,122029,1,1,0,1,0,1,0,1,1,0,Global
Global Movie 285,2007,140.0,199609598.0,5.4,967278,0,1,1,0,0,1,1,1,1,1,Global
Global Movie 286,2016,71.0,96740373.0,4.2,762220,1,0,0,1,0,0,1,1,0,0,Global
Global Movie 287,1995,125.0,26262572.0,5.6,859731,0,1,0,1,1,1,0,0,0,1,Global
Global Movie 288,1973,129.0,105572604.0,7.2,56310,1,0,0,1,0,0,1,0,1,0,Global
Global Movie 289,1981,92.0,195386582.0,6.3,603515,0,0,1,1,1,0,1,1,1,0,Global
Global Movie 290,1996,172.0,30989149.0,9.3,200622,1,1,1,0,0,1,1,1,1,1,Global
Global Movie 291,1972,109.0,94233083.0,4.3,950738,1,0,0,0,0,0,1,0,1,0,Global
Global Movie 292,2015,133.0,109349023.0,7.3,465329,1,0,0,1,1,1,0,1,0,1,Global
Global Movie 293,1976,172.0,69024631.0,8.7,837478,0,0,1,1,1,1,1,0,0,1,Global
Global Movie 294,1951,154.0,177462132.0,6.6,559908,1,0,1,1,1,1,1,1,0,1,Global
Global Movie 295,1966,92.0,44270918.0,4.0,704344,0,0,1,1,1,0,0,1,1,0,Global
Global Movie 296,1982,98.0,16547488.0,5.3,716423,1,1,1,0,1,0,0,0,1,1,Global
Global Movie 297,1958,147.0,163425796.0,5.8,337680,1,1,1,1,0,1,0,1,0,1,Global
Global Movie 298,1992,159.0,109877787.0,9.3,81028,1,0,1,1,1,0,1,1,1,1,Global
Global Movie 299,1997,120.0,66166972.0,9.0,186685,0,0,0,0,1,0,0,0,1,0,Global
Global Movie 300,1988,138.0,188918791.0,9.2,184668,0,1,0,1,1,0,1,0,0,1,Global
Global Movie 301,1991,164.0,129247246.0,8.5,534921,0,1,0,0,0,0,0,0,0,1,Global
Global Movie 302,1975,158.0,185160179.0,5.9,662265,1,1,1,0,1,1,0,0,1,1,Global
Global Movie 303,1999,100.0,28275395.0,9.0,948273,0,0,0,0,0,1,1,0,0,1,Global
Global Movie 304,1974,119.0,88589793.0,9.4,738270,1,0,0,1,0,1,0,1,0,0,Global
Global Movie 305,1973,89.0,147099140.0,5.9,621781,1,1,0,0,0,0,1,1,1,1,Global
Global Movie 306,1962,177.0,1381856.0,5.4,116242,1,0,0,0,0,1,0,0,1,1,Global
Global Movie 307,2009,124.0,113695416.0,7.0,672945,1,1,0,1,1,1,0,0,1,1,Global
Global Movie 308,1956,150.0,21542660.0,5.0,560490,1,1,0,1,1,1,1,1,1,0,Global
Global Movie 309,2006,178.0,183066981.0,4.2,775935,0,0,0,1,1,0,1,0,0,1,Global
Global Movie 310,1985,71.0,163091641.0,9.2,997887,0,1,1,1,1,0,0,0,1,1,Global
Global Movie 311,1994,94.0,39133529.0,9.1,145074,1,1,0,0,0,0,1,0,1,1,Global
Global Movie 312,1969,82.0,172789059.0,4.9,309123,1,1,0,1,0,1,0,1,0,1,Global
Global Movie 313,2014,172.0,16528998.0,6.2,604172,0,1,1,0,1,1,1,0,0,1,Global
Global Movie 314,1957,161.0,63028341.0,8.6,88457,1,1,0,0,1,1,0,1,0,1,Global
Global Movie 315,1965,175.0,38509631.0,7.6,277070,1,0,1,1,1,0,1,1,1,0,Global
Global Movie 316,1963,139.0,190791705.0,6.2,463947,1,1,0,1,0,1,0,0,1,0,Global
Global Movie 317,1964,136.0,105916755.0,8.1,770367,1,0,1,1,0,0,0,0,0,1,Global
Global Movie 318,2015,127.0,159351887.0,8.9,933864,0,0,0,1,0,0,0,0,1,0,Global
Global Movie 319,1981,168.0,97931318.0,9.1,833797,1,1,0,0,1,0,0,1,0,0,Global
Global Movie 320,2012,151.0,104517431.0,6.1,572192,0,1,0,1,0,1,1,0,1,0,Global
Global Movie 321,2000,144.0,85362457.0,5.0,616034,0,1,0,0,0,0,1,1,0,1,Global
Global Movie 322,1974,153.0,35688061.0,9.0,844355,0,0,0,0,0,1,1,1,0,1,Global
Global Movie 323,2007,133.0,109315422.0,4.5,91447,0,0,1,1,1,0,0,1,0,0,Global
Global Movie 324,2012,138.0,152373299.0,8.0,468095,1,0,0,1,0,1,0,0,0,1,Global
Global Movie 325,2011,152.0,159809833.0,4.8,31652,1,1,1,1,1,0,0,1,0,0,Global
Global Movie 326,1971,155.0,146722184.0,6.1,999113,1,1,0,0,1,1,1,1,0,1,Global
Global Movie 327,2007,128.0,53006907.0,6.3,366514,0,1,0,0,1,1,1,0,1,0,Global
Global Movie 328,2007,129.0,145565465.0,4.9,293381,0,1,0,0,0,0,1,0,1,1,Global
Global Movie 329,1998,152.0,25950408.0,9.1,579113,0,1,1,1,1,1,1,0,0,1,Global
Global Movie 330,2001,131.0,141826729.0,4.0,170339,1,0,1,1,0,1,0,1,1,0,Global
Global Movie 331,1991,85.0,93824079.0,8.9,225364,1,0,1,1,0,0,0,1,1,1,Global
Global Movie 332,2019,157.0,177588247.0,8.9,758030,1,0,1,1,1,0,0,0,1,1,Global
Global Movie 333,1964,174.0,182873485.0,5.7,959709,0,1,1,1,1,1,0,1,1,0,Global
Global Movie 334,2003,137.0,170132924.0,7.9,657862,0,1,0,1,1,0,1,1,0,1,Global
Global Movie 335,2009,84.0,155166497.0,5.4,869091,1,0,0,1,0,1,0,0,1,0,Global
Global Movie 336,1957,158.0,99249184.0,8.2,716097,0,1,1,0,1,0,1,1,1,0,Global
Global Movie 337,2002,177.0,104257841.0,7.1,903564,0,0,1,0,0,0,1,1,1,0,Global
Global Movie 338,2009,124.0,144732168.0,5.7,318357,1,1,0,0,1,0,0,0,0,0,Global
Global Movie 339,1954,104.0,67500236.0,6.2,42315,0,1,0,0,0,1,1,0,0,1,Global
Global Movie 340,2017,124.0,41583878.0,7.8,458713,0,1,1,1,1,0,1,1,1,1,Global
Global Movie 341,1955,83.0,96522415.0,9.0,454575,1,1,1,1,1,1,0,1,1,0,Global
Global Movie 342,1996,118.0,96128190.0,4.7,770089,0,0,0,1,0,1,1,0,1,1,Global
Global Movie 343,2004,152.0,40345172.0,7.1,719096,0,1,1,0,1,0,0,0,1,1,Global
Global Movie 344,1989,171.0,101654680.0,5.4,350431,0,0,0,1,1,0,1,0,1,1,Global
Global Movie 345,2001,169.0,160267630.0,8.4,511598,0,0,1,0,1,0,1,0,0,1,Global
Global Movie 346,1965,76.0,102503893.0,4.4,340887,1,0,1,0,1,0,1,0,0,0,Global
Global Movie 347,1962,99.0,1850122.0,7.8,483369,1,0,0,0,0,0,1,0,1,1,Global
Global Movie 348,1979,152.0,81138656.0,5.0,23243,0,0,0,1,0,1,1,0,1,0,Global
Global Movie 349,1968,118.0,121013215.0,7.3,843671,1,1,1,1,0,0,0,0,1,0,Global
Global Movie 350,1966,158.0,60241983.0,8.6,644280,1,0,0,0,0,1,1,1,0,1,Global
Global Movie 351,2012,85.0,158323348.0,8.2,994330,1,0,1,0,0,1,1,0,0,1,Global
Global Movie 352,1968,173.0,168678118.0,8.1,885088,0,0,1,1,1,0,1,0,1,1,Global
Global Movie 353,2007,120.0,36416447.0,6.8,655063,0,0,0,0,0,0,1,0,0,0,Global
Global Movie 354,2004,141.0,166251539.0,8.9,212704,1,0,0,1,1,1,0,1,1,0,Global
Global Movie 355,2011,151.0,62170759.0,7.2,30839,1,1,0,0,0,1,1,1,0,1,Global
Global Movie 356,1972,161.0,128361833.0,9.0,34621,1,0,1,1,1,0,1,0,0,1,Global
Global Movie 357,1958,149.0,79457828.0,7.0,436711,1,1,0,0,0,1,1,0,0,0,Global
Global Movie 358,1961,152.0,81238088.0,6.8,970036,0,0,0,1,1,1,0,1,0,0,Global
Global Movie 359,1950,111.0,183171416.0,5.2,376776,1,1,0,0,0,1,1,0,0,1,Global
Global Movie 360,2007,86.0,19782680.0,7.0,967835,0,1,1,1,1,0,1,1,0,1,Global
Global Movie 361,1950,132.0,94557010.0,4.8,41946,0,1,0,0,1,1,1,0,1,1,Global
Global Movie 362,1983,114.0,123046189.0,8.8,249880,0,1,0,1,1,1,0,0,1,0,Global
Global Movie 363,1997,146.0,185286227.0,7.7,127030,0,1,0,0,1,1,1,1,1,0,Global
Global Movie 364,1950,76.0,180657193.0,9.5,439394,0,1,0,0,1,0,1,1,1,1,Global
Global Movie 365,1965,96.0,103368988.0,4.5,938702,0,1,1,0,0,0,1,1,1,0,Global
Global Movie 366,2010,79.0,93211728.0,5.3,761028,0,0,1,0,1,1,0,1,1,0,Global
Global Movie 367,2013,103.0,127837627.0,8.8,473968,1,1,1,0,1,1,1,1,1,0,Global
Global Movie 368,2012,105.0,12106789.0,6.2,358986,0,0,1,0,1,1,1,1,1,1,Global
Global Movie 369,2018,94.0,19539203.0,6.6,83904,1,0,0,1,0,0,1,1,1,1,Global
Global Movie 370,1971,75.0,74632093.0,8.7,310562,1,0,1,1,1,0,1,1,0,1,Global
Global Movie 371,2016,93.0,178142867.0,6.9,97166,1,1,0,0,1,1,0,1,1,0,Global
Global Movie 372,1975,87.0,71594946.0,5.1,509094,1,0,1,1,0,1,0,0,1,0,Global
Global Movie 373,1965,156.0,184674966.0,8.9,188807,1,1,0,0,0,1,0,0,0,1,Global
Global Movie 374,2000,75.0,36105074.0,4.2,530913,0,1,0,0,1,1,1,0,1,1,Global
Global Movie 375,2006,98.0,44734865.0,8.9,239080,0,1,0,1,1,1,0,0,1,0,Global
Global Movie 376,1978,94.0,146716377.0,4.3,777216,1,0,1,0,0,1,1,0,0,1,Global
Global Movie 377,2018,124.0,3494903.0,7.7,390066,1,0,1,0,1,1,1,1,0,0,Global
Global Movie 378,1996,150.0,159784227.0,4.4,703371,1,1,1,1,1,0,1,0,0,1,Global
Global Movie 379,2011,115.0,186065407.0,7.9,233584,0,1,0,0,1,0,0,0,1,1,Global
Global Movie 380,2018,93.0,118487879.0,4.2,291690,1,1,1,0,0,0,0,0,1,1,Global
Global Movie 381,1965,144.0,132834832.0,8.6,219868,0,1,0,1,1,1,1,1,1,0,Global
Global Movie 382,1997,95.0,25003294.0,6.6,385262,0,0,1,1,1,0,1,1,1,1,Global
Global Movie 383,1988,167.0,23473124.0,4.5,534902,1,0,1,0,0,1,0,1,1,1,Global
Global Movie 384,1982,97.0,52964396.0,7.9,1137,0,0,1,0,0,0,0,0,1,1,Global
Global Movie 385,1972,72.0,5862944.0,6.7,563422,0,0,1,0,0,0,1,0,1,0,Global
Global Movie 386,1959,144.0,183860186.0,5.1,351357,0,0,1,0,1,0,0,0,1,0,Global
Global Movie 387,2018,107.0,34919148.0,4.1,560564,1,1,0,0,1,0,1,0,1,1,Global
Global Movie 388,1983,130.0,196612675.0,6.3,679460,1,1,1,0,0,0,0,0,1,1,Global
Global Movie 389,2001,147.0,123768213.0,4.5,999791,1,0,1,0,1,1,0,0,0,1,Global
Global Movie 390,1959,120.0,48793791.0,4.5,289453,1,1,1,1,0,1,0,1,1,1,Global
Global Movie 391,1968,159.0,39807519.0,5.5,941760,1,0,0,0,1,0,1,1,0,1,Global
Global Movie 392,2007,117.0,123711149.0,7.5,453185,1,1,1,0,1,1,1,1,1,0,Global
Global Movie 393,1950,90.0,167608738.0,6.9,563156,1,1,1,1,1,0,1,1,0,0,Global
Global Movie 394,2018,123.0,26130020.0,4.4,77685,1,1,0,0,1,0,1,0,1,0,Global
Global Movie 395,1953,125.0,160279686.0,9.3,914101,0,0,1,0,1,0,0,0,1,1,Global
Global Movie 396,1965,172.0,143233376.0,8.9,994906,1,0,0,1,1,1,1,0,0,0,Global
Global Movie 397,1973,163.0,184272478.0,5.4,405596,0,0,0,0,0,0,0,0,0,1,Global
Global Movie 398,1951,128.0,2310646.0,4.7,477035,0,1,1,1,1,0,1,0,0,0,Global
Global Movie 399,1981,141.0,76538812.0,9.2,256786,1,1,0,1,0,1,1,0,0,1,Global
Global Movie 400,1973,120.0,83031883.0,6.5,713015,0,1,1,1,1,0,1,0,0,0,Global
Global Movie 401,1961,89.0,127798858.0,5.7,378837,0,1,0,1,0,1,0,0,0,1,Global
Global Movie 402,1999,165.0,193719191.0,6.7,612550,1,1,1,1,0,1,0,1,1,0,Global
Global Movie 403,1984,155.0,85778823.0,8.3,107245,0,0,0,1,1,1,0,0,1,0,Global
Global Movie 404,1982,128.0,107505784.0,4.9,327960,1,0,0,1,1,1,1,1,0,1,Global
Global Movie 405,1982,140.0,35967717.0,8.2,595644,0,1,0,0,1,1,1,0,1,1,Global
Global Movie 406,2010,78.0,197078267.0,8.1,926731,0,0,1,1,0,1,0,0,1,1,Global
Global Movie 407,2000,178.0,162909077.0,7.0,995264,1,1,0,1,1,1,0,1,0,1,Global
Global Movie 408,1992,70.0,136548385.0,8.8,301855,0,1,1,0,1,1,0,0,1,1,Global
Global Movie 409,1961,98.0,60684467.0,4.7,348113,0,0,1,0,1,1,0,0,1,0,Global
Global Movie 410,2016,132.0,182677011.0,7.3,865862,1,1,0,1,1,1,1,1,0,0,Global
Global Movie 411,2014,141.0,100217165.0,6.5,761116,1,0,1,1,0,1,1,0,0,0,Global
Global Movie 412,1982,125.0,83543136.0,6.3,304061,0,0,1,1,1,1,1,1,1,1,Global
Global Movie 413,1989,137.0,36883199.0,5.4,740518,0,0,0,1,0,1,1,0,1,0,Global
Global Movie 414,1992,104.0,160328575.0,6.0,194399,1,1,1,0,0,1,1,0,0,0,Global
Global Movie 415,1993,72.0,188256509.0,4.6,949441,0,0,1,0,1,1,0,1,0,0,Global
Global Movie 416,1978,178.0,156814467.0,5.4,807451,1,1,0,1,1,1,0,0,1,0,Global
Global Movie 417,1962,173.0,79584282.0,5.5,794915,1,1,0,0,0,1,1,1,1,1,Global
Global Movie 418,1961,76.0,116481212.0,8.0,569444,1,1,0,0,1,0,0,0,0,1,Global
Global Movie 419,1995,96.0,179855759.0,4.3,792567,0,1,0,0,0,0,1,0,0,0,Global
Global Movie 420,1951,70.0,24399482.0,7.6,889305,0,1,1,0,0,1,1,1,1,0,Global
Global Movie 421,1984,160.0,78295027.0,5.2,891487,0,1,1,1,1,1,0,0,0,0,Global
Global Movie 422,1957,149.0,84069588.0,4.5,372527,1,1,1,0,1,0,0,1,0,0,Global
Global Movie 423,1975,171.0,141023061.0,5.7,249445,0,1,0,0,1,0,1,0,1,0,Global
Global Movie 424,1983,140.0,6516552.0,5.2,151194,1,0,1,1,0,1,1,1,0,0,Global
Global Movie 425,1956,113.0,78993754.0,7.0,516856,0,0,0,0,0,1,0,1,0,1,Global
Global Movie 426,2017,156.0,149410640.0,6.0,759901,1,1,1,1,1,0,0,1,0,0,Global
Global Movie 427,2007,110.0,35090796.0,9.3,75475,1,1,0,1,1,1,1,1,0,0,Global
Global Movie 428,1978,144.0,183313991.0,9.3,880377,0,0,1,0,0,0,0,0,0,0,Global
Global Movie 429,1985,111.0,149529359.0,6.4,61166,1,0,1,0,0,1,1,1,0,0,Global
Global Movie 430,1970,102.0,186452433.0,8.4,363521,0,0,0,1,1,0,1,0,1,0,Global
Global Movie 431,1985,119.0,53082300.0,4.1,318649,0,0,1,0,0,1,0,0,0,0,Global
Global Movie 432,1959,132.0,94897850.0,7.0,754289,0,0,1,1,1,1,0,0,0,0,Global
Global Movie 433,1973,169.0,197924448.0,8.1,632513,0,0,1,1,0,0,1,1,1,0,Global
Global Movie 434,2013,106.0,51148864.0,5.2,142975,0,1,1,0,1,1,0,1,1,0,Global
Global Movie 435,1998,174.0,30429963.0,4.3,585265,1,0,0,1,1,0,0,0,1,0,Global
Global Movie 436,1985,128.0,20397125.0,4.9,887337,0,0,1,1,0,0,0,0,0,1,Global
Global Movie 437,1973,150.0,28899688.0,6.4,506701,1,0,0,0,0,0,0,0,1,0,Global
Global Movie 438,1972,168.0,119103990.0,6.8,589823,0,0,0,0,1,1,0,1,1,0,Global
Global Movie 439,2011,117.0,161686522.0,6.1,688763,1,1,0,1,1,0,1,1,1,1,Global
Global Movie 440,1986,74.0,162799759.0,6.4,486205,1,1,1,0,1,1,0,1,0,0,Global
Global Movie 441,1961,117.0,85877073.0,6.6,663171,0,1,0,1,1,0,0,0,1,0,Global
Global Movie 442,2004,165.0,52290944.0,8.2,444327,1,1,0,0,0,0,0,1,0,0,Global
Global Movie 443,1962,72.0,95088636.0,4.6,622349,0,1,0,1,1,0,1,1,0,0,Global
Global Movie 444,1972,116.0,51594178.0,8.2,545403,0,1,1,0,0,0,1,1,1,1,Global
Global Movie 445,1979,131.0,189180473.0,7.8,319452,0,1,1,0,0,1,1,1,0,0,Global
Global Movie 446,1966,168.0,134461316.0,8.1,34080,1,1,0,0,1,1,0,0,0,0,Global
Global Movie 447,2011,83.0,185767143.0,8.0,975056,1,0,0,0,0,1,1,0,0,0,Global
Global Movie 448,1962,132.0,157877489.0,6.6,124231,1,0,1,0,0,1,0,0,0,0,Global
Global Movie 449,2008,130.0,77143476.0,5.2,354500,1,1,0,1,1,1,0,0,0,0,Global
Global Movie 450,1968,100.0,1187486.0,7.0,43398,0,1,1,1,1,1,1,1,1,1,Global
Global Movie 451,1998,164.0,125704288.0,9.3,679812,0,1,0,0,1,0,1,0,0,1,Global
Global Movie 452,1961,86.0,170400942.0,7.2,83290,1,0,1,1,1,1,1,0,0,0,Global
Global Movie 453,2010,93.0,33990353.0,4.1,540015,1,1,1,0,1,1,1,0,0,1,Global
Global Movie 454,1968,92.0,121828796.0,4.3,407476,0,1,1,1,0,1,0,0,0,1,Global
Global Movie 455,1958,151.0,195364344.0,9.5,271470,1,1,0,1,1,1,1,0,1,1,Global
Global Movie 456,2020,119.0,151926566.0,4.4,473191,0,1,0,1,1,1,0,1,1,0,Global
Global Movie 457,1977,147.0,2733391.0,4.3,361616,1,0,1,0,0,1,1,0,0,0,Global
Global Movie 458,2001,148.0,93641278.0,5.9,870145,1,1,1,0,1,0,1,1,0,1,Global
Global Movie 459,1965,148.0,26260526.0,9.3,454148,1,0,0,1,1,0,1,1,1,1,Global
Global Movie 460,2018,139.0,103865957.0,5.8,467712,0,0,1,1,1,1,0,1,0,0,Global
Global Movie 461,1961,96.0,102826182.0,6.3,451920,0,1,0,1,0,0,1,0,0,1,Global
Global Movie 462,1974,84.0,172847501.0,7.5,402389,1,0,1,1,1,1,0,0,1,0,Global
Global Movie 463,2001,119.0,3929386.0,4.1,618190,1,1,1,0,1,0,0,1,1,0,Global
Global Movie 464,2002,105.0,197807092.0,8.9,823090,1,0,0,0,1,1,0,0,0,1,Global
Global Movie 465,1972,77.0,57733039.0,6.9,468705,1,1,0,1,1,0,0,1,1,0,Global
Global Movie 466,1965,148.0,116603800.0,6.6,540692,1,0,1,0,1,0,0,1,0,1,Global
Global Movie 467,2006,72.0,121704159.0,8.7,125712,1,0,0,1,0,1,0,0,0,1,Global
Global Movie 468,1988,131.0,96291941.0,9.2,671256,1,1,1,0,1,1,0,0,0,1,Global
Global Movie 469,2002,116.0,152953045.0,6.3,225478,1,0,0,1,1,0,0,1,0,0,Global
Global Movie 470,1991,146.0,168841679.0,4.9,87969,0,1,1,0,1,1,0,0,1,1,Global
Global Movie 471,2007,174.0,47848819.0,8.5,578827,0,1,0,1,1,1,1,1,1,0,Global
Global Movie 472,1988,167.0,59169884.0,6.2,751745,0,0,0,0,1,1,1,1,1,1,Global
Global Movie 473,1963,157.0,35515087.0,9.1,529122,0,1,1,1,0,1,1,0,0,0,Global
Global Movie 474,1954,173.0,145825919.0,9.2,359640,1,1,1,0,0,1,0,1,1,1,Global
Global Movie 475,1984,165.0,104642970.0,4.6,27768,0,1,1,1,1,1,0,0,0,1,Global
Global Movie 476,1967,130.0,3292056.0,9.3,65136,0,1,1,1,1,0,1,0,1,0,Global
Global Movie 477,1958,101.0,9547596.0,6.0,809000,1,0,1,0,0,1,1,1,0,0,Global
Global Movie 478,2007,163.0,15444292.0,7.6,946251,0,0,1,0,0,1,0,0,0,1,Global
Global Movie 479,1966,82.0,128856907.0,4.2,589909,0,0,0,0,0,0,1,1,1,0,Global
Global Movie 480,1956,70.0,139451112.0,8.9,386405,0,1,1,1,1,0,0,0,0,1,Global
Global Movie 481,1995,103.0,181461314.0,7.5,744530,0,0,1,1,0,0,1,1,0,1,Global
Global Movie 482,1962,131.0,14412066.0,7.5,803217,0,0,1,1,1,1,0,1,1,0,Global
Global Movie 483,1989,148.0,150411872.0,9.0,625327,1,0,1,0,1,0,0,1,1,0,Global
Global Movie 484,1991,177.0,58700728.0,6.8,218475,1,1,0,1,0,0,0,0,0,1,Global
Global Movie 485,1958,147.0,110979185.0,6.3,521971,1,0,1,0,1,0,0,1,0,1,Global
Global Movie 486,1999,162.0,64081963.0,8.8,24636,0,1,1,1,1,0,1,1,0,1,Global
Global Movie 487,1976,167.0,89336776.0,8.1,978382,0,0,0,1,0,0,0,1,0,1,Global
Global Movie 488,2015,151.0,13603880.0,9.2,431503,0,0,0,1,1,0,0,0,1,0,Global
Global Movie 489,1954,140.0,134616337.0,9.2,549213,1,1,1,0,0,0,1,1,1,1,Global
Global Movie 490,1978,162.0,113432049.0,6.1,488717,0,0,0,1,0,0,1,1,0,0,Global
Global Movie 491,1986,100.0,3873382.0,6.5,543749,0,1,1,1,0,1,1,1,0,1,Global
Global Movie 492,1987,133.0,62775706.0,5.4,165015,0,1,0,0,1,1,0,0,0,0,Global
Global Movie 493,1957,94.0,176885484.0,7.6,281467,0,0,0,1,0,0,0,1,0,1,Global
Global Movie 494,2014,107.0,175900240.0,6.0,338053,1,1,0,0,0,1,1,0,1,0,Global
Global Movie 495,1966,83.0,118337143.0,8.3,595911,1,1,0,1,1,1,1,0,1,1,Global
Global Movie 496,2020,77.0,57183009.0,4.7,104749,0,1,0,1,0,1,1,0,1,0,Global
Global Movie 497,1994,160.0,49827949.0,4.6,26352,1,1,1,0,1,0,0,0,1,0,Global
Global Movie 498,1953,123.0,198986370.0,5.1,38035,1,0,1,1,1,0,1,0,0,0,Global
Global Movie 499,1985,71.0,109977348.0,4.5,531792,1,1,0,0,0,1,1,1,0,1,Global
Global Movie 500,2019,150.0,182896845.0,7.4,499748,0,1,0,0,0,0,0,1,0,0,Global
Global Movie 501,1980,170.0,34422146.0,4.8,159395,1,0,0,1,1,1,0,0,1,0,Global
Global Movie 502,1968,147.0,189320790.0,4.9,629701,1,0,1,1,0,0,0,0,1,1,Global
Global Movie 503,2010,158.0,61653149.0,4.1,841018,0,0,1,1,1,1,1,1,1,1,Global
Global Movie 504,2003,125.0,181508401.0,8.3,249908,1,1,1,1,0,0,0,1,1,1,Global
Global Movie 505,1988,163.0,17094140.0,8.5,7631,1,1,0,1,1,0,0,1,0,0,Global
Global Movie 506,1968,162.0,103581813.0,4.9,739092,1,1,1,0,0,1,1,0,0,0,Global
Global Movie 507,1988,153.0,82486985.0,8.1,812581,0,1,0,0,0,1,0,1,1,0,Global
Global Movie 508,2016,154.0,54791192.0,6.4,659959,0,0,0,0,1,1,1,1,1,0,Global
Global Movie 509,1994,130.0,159267212.0,5.3,444522,1,0,0,0,0,1,1,0,0,1,Global
Global Movie 510,1962,91.0,87716175.0,7.4,425287,0,1,0,0,0,0,0,0,0,0,Global
Global Movie 511,2007,104.0,199693416.0,5.0,555368,0,1,1,1,1,0,1,1,0,1,Global
Global Movie 512,1969,170.0,4429985.0,8.2,638951,0,1,1,0,1,1,1,1,0,0,Global
Global Movie 513,2021,85.0,186860790.0,4.3,94700,1,1,0,0,1,1,1,0,0,1,Global
Global Movie 514,2010,119.0,55517375.0,9.3,81618,1,0,0,1,0,0,0,1,1,1,Global
Global Movie 515,1988,112.0,110067492.0,4.4,551257,0,0,0,1,0,0,1,1,0,0,Global
Global Movie 516,1950,86.0,171586428.0,7.2,852111,1,0,0,1,1,0,1,1,0,0,Global
Global Movie 517,1952,149.0,26623125.0,9.0,549024,0,0,0,1,1,0,0,1,1,0,Global
Global Movie 518,2011,127.0,8058175.0,4.1,943114,0,1,0,0,0,1,0,1,0,1,Global
Global Movie 519,2012,71.0,66257168.0,6.7,286074,1,0,1,1,1,1,1,0,0,1,Global
Global Movie 520,1974,73.0,63582486.0,5.9,831339,0,1,1,0,1,0,1,1,1,0,Global
Global Movie 521,2005,154.0,55349411.0,7.2,693808,0,0,1,1,1,0,0,1,1,1,Global
Global Movie 522,1982,108.0,198663280.0,5.2,83799,0,0,0,1,0,1,1,0,1,0,Global
Global Movie 523,1987,167.0,31448840.0,4.4,377140,0,1,1,0,0,1,0,1,1,0,Global
Global Movie 524,1955,163.0,126876481.0,7.4,869497,1,0,1,0,1,0,0,1,1,0,Global
Global Movie 525,2007,75.0,125577247.0,6.3,451083,0,0,1,1,0,1,0,0,1,0,Global
Global Movie 526,1993,150.0,42787255.0,7.4,694040,1,0,1,0,0,1,1,0,0,1,Global
Global Movie 527,1994,172.0,87125745.0,5.2,660512,0,0,1,1,1,0,0,1,0,0,Global
Global Movie 528,1981,158.0,97434932.0,5.9,597158,1,1,0,1,0,1,0,0,0,1,Global
Global Movie 529,1994,138.0,67441338.0,7.1,365399,0,0,0,0,1,0,0,1,0,1,Global
Global Movie 530,2010,138.0,47152021.0,7.3,481739,0,0,0,0,0,0,1,1,1,1,Global
Global Movie 531,1996,89.0,30125802.0,6.0,128345,1,0,1,0,1,0,1,0,1,1,Global
Global Movie 532,1970,133.0,11347578.0,5.5,925088,1,1,0,1,1,1,0,0,1,1,Global
Global Movie 533,1985,85.0,15228944.0,5.5,963634,0,1,1,0,1,1,0,1,0,0,Global
Global Movie 534,1968,120.0,11104587.0,5.0,709136,0,0,0,0,0,1,1,1,1,1,Global
Global Movie 535,1969,174.0,124803907.0,5.8,736088,0,0,1,1,1,0,1,1,0,0,Global
Global Movie 536,2006,106.0,191633932.0,5.1,639840,0,0,1,0,0,1,1,0,1,0,Global
Global Movie 537,1967,173.0,146115230.0,7.5,134227,0,1,0,0,1,1,0,0,0,0,Global
Global Movie 538,1996,142.0,170616508.0,7.1,451468,1,0,0,0,0,0,1,1,1,0,Global
Global Movie 539,1998,138.0,135977576.0,6.1,630525,1,0,1,0,1,1,0,1,1,1,Global
Global Movie 540,1963,111.0,75209146.0,5.8,493334,0,1,1,1,1,1,0,1,0,1,Global
Global Movie 541,1964,126.0,161792829.0,5.3,179242,1,1,0,0,0,0,1,1,1,0,Global
Global Movie 542,1980,135.0,165761606.0,6.9,136844,1,1,0,1,1,1,0,1,1,0,Global
Global Movie 543,1950,78.0,167170070.0,9.1,918222,0,0,1,1,1,1,0,1,0,0,Global
